Bygg	Fra	DX1	DX2	DX3	DX4	DX5	DX6	DY1	DY2	DY3	DY4	DY5	DY6	ETXMin	ETXMax	ETYMin	ETXMax	Grunnlast	ETColor	Navn
Trondheim Kommune - Bromstad helse og velferdssenter	03.01.2000			-11.3	14.5	20				10260	3105	3105		-15	20	0	15000	3200	0	Historisk kurve fra Entro pr 2016-12
Trondheim Kommune - Bromstad helse og velferdssenter	29.12.2014	-14.9	-6.8	-0.2	6.5	16	30	10300	9000	7900	5500	3200	3200	-15	20	0	15000	3200	0	Bromstad hvsenter 28122016 HL
Trondheim Kommune - Bromstad helse og velferdssenter	03.07.2017		-7.8	0.6	7.4	14.8	20		8294.3	6239.6	4130.2	2867.9	2867.9	-15	20	0	11000	2867.9	0	20180221 ØL: Ny ET-kurve, ny varmegjenvinner
Trondheim Kommune - Bromstad helse og velferdssenter	09.04.2018		-12.6	-0.3	6.8	15	20		8344.4	6571.7	4918.9	3407.5	3407.5	-15	20	0	11000	3407.5	0	20190205 ØL: Ny ET-kurver pga. økte luftmengder
Trondheim Kommune - Brundalen helse og velferdssenter	03.01.2000		-14	14.5	20				43353	18505	18504			-15	25	0	50000	18000	0	Fra Entros EOS 201612
Trondheim Kommune - Brundalen helse og velferdssenter	29.12.2014		-15	14.5	20				46000	16500	16500			-15	20	0	50000	16500	0	20170126 ØL: Ny ET-kurve
Trondheim Kommune - Brundalen helse og velferdssenter	26.12.2016		-12.3	9.8	14.1	20			42226.4	19896.2	16311.3	16311.3		-15	20	0	50000	16311.3	0	25092017 SKB: Ny ET-kurve
Trondheim Kommune - Brundalen helse og velferdssenter	29.01.2018			-12.3	13.3	20				34424.5	11594.3	11594.3		-15	20	0	50000	11594.3	0	20180323 ØL: Lavere FK-forbruk etter målerbytte. Følg med på denne.
Trondheim Kommune - Brundalen helse og velferdssenter	08.10.2018			-11.1	13.3	20				40273.6	11028.3	11028.3		-15	20	0	50000	11028.3	0	20181129 ØL: Nytt aggregat og ny fløy åpnet. Må mulignes endres når det kommer mer data
Trondheim Kommune - Buran helse og Velferdssenter	09.05.2011		-11	0	5	11	25		18000	13200	9000	5500	5500	-15	20	0	20000	5500	0	Buran HVS 12012017 HL
Trondheim Kommune - Buran helse og Velferdssenter	06.11.2017		-8.4	0.2	9	13	20		14150.9	11917	6811.3	5198.1	5198.1	-15	20	0	20000	5198.1	0	20180221 ØL: Ny ET-kurve
Trondheim Kommune - Buran helse og Velferdssenter	29.04.2019		-8.4	0.2	9.3	14.5	20		14908.5	11917	7644.6	5273.9	5273.9	-15	20	0	20000	5273.9	0	20190503 SKB: Ny imidlertidig ET-kurve med
Trondheim Kommune - Charlottenlund helse og velferdssenter	03.01.2000		-15	8	16	22.5			31200	15300	11700	11700		-15	20	0	45000	10900	0	Fra Entro loggen pr 201612
Trondheim Kommune - Charlottenlund helse og velferdssenter	25.08.2014	-10	-2.8	8.5	13.4	15.5	25	27000	22996.2	15175.6	13242	11700	11700	-15	20	0	30000	11700	0	Charlottenlund HVS 12012017 HL
Trondheim Kommune - Charlottenlund helse og velferdssenter	01.01.2018	-14.3	3.2	8.5	13.4	15.5	25	30038.7	17411.3	15175.6	13242	11700	11700	-15	20	0	40000	11700	0	20192304 ØL: Ny ET-kurve
Trondheim Kommune - Dragvoll helse- og velferdssenter	06.12.1999		-15	16	25				36851	12956	12955			-15	20	0	40000	13100	0	Fra Entro EOS pr 201612
Trondheim Kommune - Dragvoll helse- og velferdssenter	29.12.2014			-6.4	3.2	16.1	30			30567	21329.3	14456.6	14456.6	-15	20	0	36000	14456.6	0	20171220 ØL: Ny ET-kurve med ekstra knekkpunkt
Trondheim Kommune - Dragvoll helse- og velferdssenter	02.01.2017			-9.3	3.2	13.9	19.7			31768.8	21329.3	10224.5	10362.4	-15	20	0	36000	10224.5	0	20191016 Ny ET-kurve solcelleanlegg etablert
Trondheim Kommune - E C Dahls helse og velferdssenter	03.01.2000		-15	-6.5	14.8	22.5			31086	27318	8478	7850		-15	20	0	40000	8450	0	Fra Entro pr 201612
Trondheim Kommune - E C Dahls helse og velferdssenter	17.06.2013	-10	3.5	10	12.8	15.5	30	29000	19500	12100	11000	8450	8450	-15	20	0	35000	8450	0	CD Dahls HV-senter 28122016 HL
Trondheim Kommune - E C Dahls helse og velferdssenter	04.02.2019				-13	15.5	30				26188.7	8450	8450	-15	20	0	35000	8450	0	20190516 ØL: Ny ET-kurve
Trondheim Kommune - Havstein sykehjem	03.01.2000		-20	11	30				10000	2000	2000			-20	30	0	100000	1000	0	FEIL LINJE
Trondheim Kommune - Havstein sykehjem	10.01.2000		-15	-1.3	12	22.5			84250	58975	28224	28224		-20	30	0	100000	25400	0	Kurve fra Entro EOS pr 201612
Trondheim Kommune - Havstein sykehjem	13.08.2012	-9.9	-1.5	8	14.5	22.5		67000	59000	33097.1	25400	25400		-15	20	20000	80000	25400	0	Havstein HVS 12012017 HL
Trondheim Kommune - Havstein sykehjem	09.04.2018	-9.4	0.7	9.5	14.5	22.5		76056.6	54698.1	33097.1	25400	25400		-15	20	20000	80000	25400	0	13.04.2018 SKB: Ny ET-kurve
Trondheim Kommune - Havstein sykehjem	07.10.2019	-9.9	1.2	6.3	14.7	22.5		74677.3	56767.1	40223.5	24480.5	24480.5		-15	20	20000	80000	24250.6	0	28.01.2020 VS: Temp. varmestokk satt opp. Gulvvarme på 10 bad etb.
Trondheim Kommune - Havsteinekra helse og velferdssenter	03.01.2000		-15	12	25				38678	13752	13752			-20	30	0	40000	13500	0	Kurve fra Entro EOS pr 201612
Trondheim Kommune - Havsteinekra helse og velferdssenter	12.05.2014	-10.1	-2.6	2.4	11.7	16.5	25	23300	20000	16000	6500	4500	4500	-15	25	4000	30000	6156.5	0	Havsteinekra HVS 12012017 HL
Trondheim Kommune - Havsteinekra helse og velferdssenter	29.12.2014	-15	-2.5	2.5	10	16.5	20	37000	30000	23000	15500	12000	12000	-15	20	0	40000	12000	0	20170118 ØL: Ny ET-kurve
Trondheim Kommune - Havsteinekra helse og velferdssenter	01.01.2018		-13.9	2.5	6.5	13	20		37284	24604.8	18066	12452.8	12452.8	-15	20	0	40000	12452.8	0	20190405 ØL: Ny ET-kurve
Trondheim Kommune - Ilevollen helse og velferdssenter	03.01.2000		-14	14	20				27855	8726	8725			-20	25	0	35000	6000	0	Entro pr 201612
Trondheim Kommune - Ilevollen helse og velferdssenter	17.11.2014	-15	-1.1	5	7	15	20	25000	19300	14400	12200	8400	8400	-15	20	0	28000	8400	0	Ilevollen HVS 12012017 HL
Trondheim Kommune - Ilevollen helse og velferdssenter	02.01.2017	-15	-1.1	5	6.7	12.5	20	25000	19300	14400	12200	8400	8400	-15	20	0	28000	8400	0	20180306 ØL: Ny ET-kurve
Trondheim Kommune - Ilevollen helse og velferdssenter	01.01.2018				-11.8	14	20				25196.2	8400	8400	-15	20	0	31000	8400	0	20190205 ØL: Ny ET-kurve
Trondheim Kommune - Ilevollen helse og velferdssenter	31.12.2018				-13.2	10.5	20				29554.7	9060.4	9060.4	-15	20	0	35000	9060.4	0	26081029 SKB: Ny ET-kurve. Byttet måler på fjernvarme her, perioder med ekstremt høye fjernvarmemålinger. Bør kanskje endres etterhvert.
Trondheim Kommune - Ilevollen helse og velferdssenter	22.04.2019				-14	14	20				29554.7	13815.1	13815.1	-15	20	0	35000	13815.1	0	20190515 ØL: Det har blitt gjort en jobb på varmeanlegget, endelig kommer det nok varme. ET-kurve må oppdateres når det kommer inn mer data
Trondheim Kommune - Ilevollen helse og velferdssenter	21.10.2019				-14.3	11.3	19.9				26903.2	10235.6	10103	-15	20	0	35000	10235.6	0	20191101 VG: Ser ut til at grunnlast ble korrigert for høyt, tar den litt ned
Trondheim Kommune - Ilsvika helse og velferdssenter	03.01.2000		-15	2	12	22.5			20424	12637	6127	6127		-20	30	0	25000	6000	0	Fra entro optima pr 201612
Trondheim Kommune - Ilsvika helse og velferdssenter	03.01.2011	-15	1.8	5	14.7	20		20100	13000	10000	5700	5700		-15	20	0	25000	5700	0	Ilsvika HVS 12012017 HL
Trondheim Kommune - Ilsvika helse og velferdssenter	02.01.2017			-13.8	13.5	20				20377.4	6077.4	6077.4		-15	20	0	25000	6077.4	0	20190114 ØL: Ny ET-kurve
Trondheim Kommune - Kattem helse- og velferdssenter	03.01.2000		-15	0.5	6.5	20.9			40858	27919	17449	11973		-20	25	0	45000	16500	0	Fra entro optima pr 201612
Trondheim Kommune - Kattem helse- og velferdssenter	03.01.2000		-15	0.5	6.5	20.9			40858	27919	17449	11973		-20	30	0	45000	16500	0	Fra entro optima pr 201612
Trondheim Kommune - Kattem helse- og velferdssenter	04.01.2010		-15	0.5	6.5	20.9			40900	27900	17400	12000		-20	30	0	50000	14500	0	Fra entro optima pr 201612
Trondheim Kommune - Kattem helse- og velferdssenter	02.01.2017	-12.7	0.6	2.4	5.3	12.3	20	39676.2	28756.8	26853.3	21245.5	14990.6	14990.6	-15	20	0	50000	14990.6	0	20180309 ØL: Ny ET-kurve
Trondheim Kommune - Kystad sykehjem	03.01.2000		-14	13	22.5				20520	5700	5700			-20	25	0	30000	5500	0	Fra entro optima pr 201612
Trondheim Kommune - Kystad sykehjem	04.01.2010		-14	13	22.5				20500	5700	5700			-20	30	0	50000	5700	0	Fra entro optima
Trondheim Kommune - Kystad sykehjem	05.12.2011	-15	1.8	2.8	9.4	14.5	25	19793.9	12683.2	10660.3	7461.1	5600	5600	-15	25	0	20000	5500	0	Kystad HVS 13.01.2016 HL
Trondheim Kommune - Kystad sykehjem	08.05.2017			-9.4	6.7	13	20			16320.7	8291.3	5952.8	5952.8	-15	20	0	20000	5952.8	0	20180221 ØL: Ny ET-kurve, egen tappevannsveksler
Trondheim Kommune - Moholt helse- og velferdssenter	03.01.2000		-15	4	7.5	22.5			14793	7396	5597	2398		-20	25	0	20000	3900	0	Fra Entro pr 201612
Trondheim Kommune - Moholt helse- og velferdssenter	04.01.2010		-15	4	7.5	22.5			14800	7400	5600	2400		-20	25	0	20000	4000	0	Fra entro optima
Trondheim Kommune - Moholt helse- og velferdssenter	22.12.2014	-10	-2.5	2.5	4.8	15	20	11000	10300	8972.8	6327.3	3800	3800	-15	25	0	15000	3800	0	2016 Ny ET-kurve HL
Trondheim Kommune - Moholt helse- og velferdssenter	21.10.2019	-10	-2.5	2.2	5.5	15	20	11397.7	10300	8631.9	6838.7	3800	3800	-15	25	0	15000	3800	0	20191021 VG: Tilpasset ET-kurve til 2018 og 2019 verdier
Trondheim Kommune - Munkvoll hvs	03.01.2000		-15	4	15	25			33309	12954	7772	7772		-15	20	0	40000	8400	0	Siste ET-kurve i fra Entro EOS
Trondheim Kommune - Munkvoll hvs	22.12.2014	-10	3.5	6.3	14.3	25		22500	15300	11000	8400	8400		-15	20	0	30000	8400	0	Munkvoll HVS 13.01.2017 HL
Trondheim Kommune - Munkvoll hvs	21.08.2017	-10.3	5.1	9.2	13	25		23858.5	15451	11283.1	9683.1	9683.1		-15	20	0	30000	9683.1	0	20181214 ØL: Ny og forlenget driftstid på 3603
Trondheim Kommune - Munkvoll hvs	08.10.2018			-9.6	13.4	25				26205.7	11268	11268		-15	20	0	30000	11268	0	20190328 ØL: Ny ET-kurve
Trondheim Kommune - Munkvoll hvs	07.10.2019		-9.9	3	12.9	20			26435.6	16586.2	9314	9314		-15	20	0	30000	9199	0	191011 VS: Ny ET-kurve følg opp etter ny veksler ventilasjon
Trondheim Kommune - Nidarvoll helsehus	03.01.2000		-18	-8	10	20			53067	53067	26354	26534		-15	20	10000	60000	25000	0	Fra Entro pr 201612
Trondheim Kommune - Nidarvoll helsehus	04.01.2010		-12.1	-1.1	4.3	11	25		52642	45542.7	34418.3	24800	24800	-15	20	0	60000	24800	0	Nidarvoll helsehus 28122016 HL
Trondheim Kommune - Nidarvoll helsehus	03.01.2011		-15	-1.1	4.3	13	25		57000	43000	33000	23500	23500	-15	20	0	60000	23500	0	20170119 ØL: Ny ET-kurve
Trondheim Kommune - Nidarvoll helsehus	15.05.2017		-13.3	-0.2	7.9	13	25		51850.1	42340.7	26886.8	23500	23500	-15	20	0	60000	23500	0	20181119 ØL: Ny ET-kurve
Trondheim Kommune - Nidarvoll helsehus	19.11.2018		-13.4	2.5	7.9	13	25		51623.7	36453.9	28245.3	24405.7	24405.7	-15	20	0	60000	24405.7	0	20190401 ØL: Ny ET-kurve
Trondheim Kommune - Nypantunet sykehjem	03.01.2000		-15	14.5	20				33517	8836	8836			-20	20	0	40000	8800	0	ET-kurve fra Entros EOS
Trondheim Kommune - Nypantunet sykehjem	25.02.2013		-15	5	7.5	16	20		33000	16800	12800	8900	8900	-15	20	0	40000	8900	0	Nypantunet HVS 13.01.2017 HL
Trondheim Kommune - Nypantunet sykehjem	01.01.2018		-9.5	4	8.3	12.6	20		31849.1	23246.4	12649.1	7692.5	7692.5	-15	20	0	40000	7692.5	0	20180205 ØL: Ny ET-kurve
Trondheim Kommune - Nypantunet sykehjem	11.11.2019		-9.1	3.9	8.3	12.6	20		36091.6	21579.8	12649.1	7692.5	7692.5	-15	20	0	40000	7692.5	0	20191115 VG: Ny ET-kurve basert mer på 2019
Trondheim Kommune - Olavsgården rehabiliteringssenter	03.01.2000		-15	14	20.9				16238	4935	4935			-20	20	0	18000	5000	0	ET-kurve fra Entros EOS
Trondheim Kommune - Olavsgården rehabiliteringssenter	29.12.2014		-15	13	20				16800	4600	4600			-15	20	0	18000	4600	0	20170119 ØL: Ny ET-kurve
Trondheim Kommune - Ranheim helse og velferdssenter	03.01.2000		-15	11.9	22.5				12582	4817	4817			-15	20	0	15000	4800	0	ET fra Entros EOS
Trondheim Kommune - Ranheim helse og velferdssenter	04.01.2010		-20	11.9	30				14000	4900	4900			-15	20	0	20000	4900	0	Ranheim HVS 28122016
Trondheim Kommune - Ranheim helse og velferdssenter	29.12.2014		-15	12	20				12000	4700	4700			-15	20	0	16000	4700	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Søbstad Helsehus	04.01.2010	-13.8	3.5	5.3	13	31		69000	48000	39000	27300	27300		-15	20	0	100000	27300	0	Søbstad helsehus 28122016 HL
Trondheim Kommune - Søbstad Helsehus	02.01.2017	-14.1	3.4	5.4	13	31		66735.8	46113.2	37490.6	25035.8	25035.8		-15	20	0	100000	25035.8	0	20181002 ØL: Ny ET-kurve
Trondheim Kommune - Søbstad Helsehus	06.08.2018	-14.1	2.2	5	14	31		66735.8	47245.3	38245.4	26922.6	26922.6		-15	20	0	100000	26922.6	0	20190603 ØL: Ny ET-kurve
Trondheim Kommune - Tempe helse og velferdssenter	30.12.2013	-11.3	2	5	11.3	31		35000	26000	19600	14400	14400		-15	20	0	40000	14400	0	Tempe HVS 28122016 HL
Trondheim Kommune - Tempe helse og velferdssenter	27.11.2017	-6.7	-3.3	5.5	13	31		38189.6	24604.9	15373.5	11230.2	11230.2		-15	20	0	40000	11230.2	0	20190320 ØL: Ny ET-kurve pga. varmepumpe, oppdater når mer data kommer inn
Trondheim Kommune - Tempe helse og velferdssenter	02.12.2019	-7.3	-2.7	4.3	9.8	31		36810.3	26137.5	16139.8	11383.5	11230.2		-15	20	0	40000	11230.2	0	20191202 VS: Ny ÈT-kurve (VP installert i mars)
Trondheim Kommune - Tiller helse og velferdssenter	03.01.2000	-14.1	-3	2.5	7.5	16.5	20	30229	28000	23200	15500	11300	11300	-15	25	0	40000	11300	0	Tiller HVS 28122016 HL
Trondheim Kommune - Tiller helse og velferdssenter	07.02.2011	-14.1	-3	4	7.5	16.5	20	30300	28000	22500	15500	11300	11300	-15	25	0	40000	11300	0	Tiller HVS 13.01.2017 HL
Trondheim Kommune - Tiller helse og velferdssenter	04.01.2016	-13.3	-3.2	2.6	7.9	16.5	20	31266	27154.7	23103.8	15862.2	11300	11300	-15	25	0	32000	11300	0	20170420 ØL: Ny ET-kurve
Trondheim Kommune - Tiller helse og velferdssenter	01.01.2018	-13.3	-3.2	3	7.7	16.5	20	31266	28966	24190.6	17794.3	11300	11300	-15	25	0	32000	11300	0	30112018 SKB: Ny ETkurve grunnet økt ventilasjon aktivitetsbygg
Trondheim Kommune - Valentinlyst helse og velferdssenter	03.01.2000		-15	9.5	16	20			49800	20000	16300	16300		-20	30	0	60000	16300	0	Valentinlyst HVS 28122016 HL
Trondheim Kommune - Valentinlyst helse og velferdssenter	24.11.2014		-15	9.5	16	20			49800	20000	16300	16300		-20	30	0	60000	16300	0	Valentinlyst HVS 28122016 HL
Trondheim Kommune - Valentinlyst helse og velferdssenter	04.01.2016		-11.6	7	13	20			46630.2	21132.1	17658.5	17658.5		-15	20	0	60000	17658.5	0	20180221 ØL: Ny ET-kurve
Trondheim Kommune - Valentinlyst helse og velferdssenter	02.01.2017		-10.9	5.6	13	20			48215.1	22490.6	17658.5	17658.5		-15	20	0	60000	17658.5	0	20190215 ØL: Ny ET-kurve
Trondheim Kommune - Østbyen helsehus - Leistad	03.01.2000			-11.6	11	25				28145	11600	11600		-15	30	0	35000	11600	0	Leistad helsehus 28122016 HL
Trondheim Kommune - Østbyen helsehus - Leistad	26.12.2016			-11.6	10.9	28.2				28145	7755.3	7755.3		-15	30	0	35000	7755.3	0	05.07.2017 SKB: Ny ET-kurve
Trondheim Kommune - Østbyen helsehus - Leistad	02.01.2017			-13.5	14	28.2				27352.6	6302.5	6302.5		-15	20	0	35000	6302.5	0	20180831 ØL: Ny ET-kurve
Trondheim Kommune - Østbyen helsehus - Leistad	01.01.2018			-13	14	28.2				28157.2	7887.4	7887.4		-15	20	0	35000	7887.4	0	04.10.2018 SKB: Ny ET-kurve da bygg C2 benyttes i større grad fremover
Trondheim Kommune - Østbyen helsehus - Leistad	02.12.2019			-12.5	14	28.2				28693.6	7887.4	7887.4		-15	20	0	35000	7887.4	0	20200110 VS: 1 stk ventilasjonsanlegg gikk fra halv til hel fart i august
Trondheim Kommune - Øya helsehus	03.01.2000	-14.8	-3	7.8	13	20		113500	96000	56000	50000	50000		-15	20	0	200000	50000	0	Øya Helsehus uten FJ2... 28122016 HL
Trondheim Kommune - Øya helsehus	07.02.2011	-14.3	-1.6	7.1	15	20		128958	101725.2	61725.2	50000	50000		-15	20	0	150000	50000	0	Øya Helsehus 13.01.2017 HL
Trondheim Kommune - Øya helsehus	02.01.2017	-14.2	-1.3	9.4	15	20		126693.8	97762.9	61159.2	43773.6	43773.6		-15	20	0	150000	43773.6	0	20181708 ØL Ny ET-kurve
Trondheim Kommune - Øya helsehus	01.01.2018		-11.7	2.5	14	20			127196.9	77574.3	43773.6	43773.6		-15	20	0	150000	43773.6	0	20190311 ØL: Ny ET-kurve
Trondheim Kommune - Dalgård ishall	03.01.2000		-20	6	7	20			21300.5	19662	4915.5	3932.4		-20	15	0	27000	24000	0	ET hentet i fra Entros eos 07072014
Trondheim Kommune - Dalgård ishall	22.08.2016			-15	20					24046.2	18238.7			-15	20	0	27000	18238.7	0	20170427 ØL: Vinterkurve
Trondheim Kommune - Dalgård ishall	03.04.2017		-2.8	3.9	11.9	20			15339.6	5818.9	3018.9	3018.9		-15	20	0	27000	3018.9	FF34D9	20170427 ØL: Sommerkurve
Trondheim Kommune - Dalgård ishall	28.08.2017				-14.8	10.1	20				32188.7	18000	18000	-15	20	0	35000	18000	0	20171220 ØL: Vinterkurve
Trondheim Kommune - Dalgård ishall	30.04.2018			-7.1	3.9	11.9	20			19170.2	7140.8	2887.9	2887.9	-15	20	0	35000	2887.9	0	20180412 ØL: Sommerkurve
Trondheim Kommune - Dalgård ishall	06.08.2018				-13.3	10.1	20				32886.9	20075.5	20075.5	-15	20	0	50000	20075.5	0	20190329 ØL: Vinterkurve, mer isprepping. Må muligens oppdateres
Trondheim Kommune - Dalgård Idrettsanlegg	03.01.2000		-15	-4	13	20			9204	7575.6	2761.2	2761.2		-20	25	0	10000	2700	0	ET hentet i fra Entros eos 2013 HeLi
Trondheim Kommune - Dalgård Idrettsanlegg	30.12.2013		-15	2	13	20			5800	4700	1700	1700		-15	20	0	10000	1700	0	20170117 ØL: Ny ET-kurve
Trondheim Kommune - Dalgård Idrettsanlegg	29.12.2014		-11.9	2.2	15.4	20			5588.7	4650.1	1383	1383		-15	20	0	7000	1383	0	20170926 ØL: Ny ET-kurve
Trondheim Kommune - Dalgård Idrettsanlegg	04.01.2016		-13	8.4	14	20			5984.9	4306.7	1647.2	1647.2		-15	20	0	10000	1647.2	0	20181019 ØL: Ny ET-kurve
Trondheim Kommune - Dalgård Idrettsanlegg	25.02.2019		-10.7	10.9	14	20			10951	5287.9	2024.6	2024.6		-15	20	0	12000	2024.6	0	20190311 ØL: Ny ET-kurve etter at aggregat er satt igang for første gang på flere år. Må helt sikkert oppdateres
Trondheim Kommune - Husebybadet	03.01.2000		-15	13.5	20				49500	27500	27500			-15	25	0	55000	30000	FF53E4	ET hentet i fra Entros eos
Trondheim Kommune - Husebybadet	31.12.2012			-13.4	5	20				43585.9	26773.6	26773.6		-15	20	0	70000	26773.6	FF173E	20180507 ØL: Dummy ET-kurve
Trondheim Kommune - Husebybadet	29.12.2014	-13.6	4	6.2	14	20		43585.9	36982.1	32509.3	26773.6	26773.6		-15	20	0	70000	26773.6	0	20171107 ØL: Ny ET-kurve
Trondheim Kommune - Leangen Garderobebygg	03.01.2000		-11.3	14	20				5048.1	1775.5	1775.5			-20	25	0	6000	1800	0	ET hentet i fra Entros eos
Trondheim Kommune - Leangen Garderobebygg	30.12.2013		-15	12	20				5300	1900	1900			-15	20	0	6000	1900	0	20170118 ØL: NY ET-kurve
Trondheim Kommune - Leangen Garderobebygg	02.01.2017		-13.8	12	20				5164.2	2149.1	2149.1			-15	20	0	6000	2149.1	0	20181214 ØL: Ny ET-kurve
Trondheim Kommune - Munkvollhallen	03.01.2000		-15	10.5	20				11230	2582.9	2582.9			-20	25	0	11000	3500	0	ET hentet i fra Entros eos
Trondheim Kommune - Munkvollhallen	29.12.2014		-14.7	13	20				11386.8	2000	2000			-15	20	0	15000	2000	0	20170118 ØL: Ny ET-kurve
Trondheim Kommune - Munkvollhallen	02.01.2017		-14.8	13	20				9632.1	2000	2000			-15	20	0	15000	2000	0	20170118 ØL: Ny ET-kurve
Trondheim Kommune - Ranheim Friidrettshall	03.01.2000		-15	7	20				14887.8	7719.6	7719.6			-15	25	0	19000	7600	0	ET hentet i fra Entros eos
Trondheim Kommune - Ranheim Friidrettshall	29.12.2014		-10.2	12.5	20				13913.2	5177.4	5177.4			-15	20	0	19000	5177.4	0	20190205 ØL: Se bort ifra uker mellom juli 2017 og august 2018.Midlet forbruk i perioden gir feil punkter i ET-kurven
Trondheim Kommune - Rosenborghallen	03.01.2000		-15	10	20				13620	4358.4	4358.4			-18	25	0	18000	4600	0	ET hentet i fra Entros eos
Trondheim Kommune - Rosenborghallen	30.12.2013	-15	-2	13	20			11000	9000	4300	4300			-15	20	0	13000	4300	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Rosenborghallen	02.01.2017	-12.9	5	13	20			11883	5418.9	4594.4	4594.4			-15	20	0	13000	4594.4	0	20180925 ØL: Ny ET-kurve, utelys står på kveldstid pga. trusler/kriminalitet
Trondheim Kommune - Rosenborghallen	01.01.2018		-9.8	13	20				9981.2	4594.4	4594.4			-15	20	0	13000	4594.4	0	20181011 ØL: Ny ET-kurve. Mye kvelds- og helgeaktivitet, samt utelys på om kvelden
Trondheim Kommune - Rostenhallen	03.01.2000		-14	-5	12.5	19			17626	15248.1	5754	5754		-15	23	0	24000	5800	0	ET hentet i fra Entros eos
Trondheim Kommune - Rostenhallen	31.12.2012	-15	4	8	17	20		15000	12500	8000	4800	4800		-15	20	0	24000	4800	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Rostenhallen	05.01.2015		-11.4	9.2	12.7	20			12136.8	9147.1	3615.5	3615.5		-15	20	0	24000	3615.5	0	20170817 ØL: Ny ET-kurve, 2016 utelatt pga. ombygging, følg med på denne
Trondheim Kommune - Rostenhallen	02.10.2017		-7.2	1.5	12.7	20			10778.3	7052.8	3615.5	3615.5		-15	20	0	15000	3615.5	0	20180220 ØL: Ny ET-kurve, LED-lys installert i hall og ombygging ferdig, må kanskje oppdateres
Trondheim Kommune - Rostenhallen	28.10.2019		-7.2	3.5	12.9	20			10548.4	6708	3845.4	3845.4		-15	20	0	15000	3845.3	0	20191028 VS: Ny ET-kurve
Trondheim Kommune - Vikåsenhallen	03.01.2000		-15	14	22.5				13367.2	4958.8	4958.8			-15	24	0	16000	3500	0	ET hentet i fra Entros eos
Trondheim Kommune - Vikåsenhallen	29.12.2014	-15	-5	15	20			4000	3900	600	600			-15	20	0	6000	600	0	20170126 ØL: NY ET-kurve
Trondheim Kommune - Vikåsenhallen	25.09.2017		-11.7	12	20				10330.2	2562.3	2562.3			-15	20	0	14000	2562.3	0	20190426 ØL: Ny ET-kurve
Trondheim Kommune - Åsheimhallen	03.01.2000		-14	12	22.5				10575	4230	4230			-16	23	0	18000	4200	0	ET hentet i fra Entros eos
Trondheim Kommune - Åsheimhallen	07.02.2011				-10	9.8	25				9800	4000	4000	-15	20	0	13000	4000	0	Åsheimhallen 20.01.2017 HL
Trondheim Kommune - Åsheimhallen	02.01.2017				-12.6	13	25				10486.8	2626.4	2626.4	-15	20	0	13000	2626.4	0	20180612 ØL: Ny ET-kurve
Trondheim Kommune - Ranheimsvegen 149	03.01.2000		-15	8	20				3108	1010.1	1010.1			-15	20	0	4000	1000	0	ET-hentet i fra Entros eos
Trondheim Kommune - Ranheimsvegen 149	04.01.2016	-15	3	13	20			3300	1550	900	900			-15	20	0	4000	900	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Ranheimsvegen 149	02.01.2017	-13.7	3	12	20			2741.5	1550	1005.7	1005.7			-15	20	0	4000	1005.7	0	20180323 ØL: Ny ET-kurve
Trondheim Kommune - Ranheimsvegen 149	11.11.2019	-13.6		12	20			2908.2		1066.3	1066.3			-15	20	0	4000	1066.3	0	20191111 VG: Justerer kurven litt opp basert på at forbruket har vært litt høyere
Trondheim Kommune - Trondheim folkebibliotek Hovedbiblioteket	03.01.2000		-14	11	20				54498	17257.7	17257.7			-18	25	0	55000	16700	0	ET fra Entros eos
Trondheim Kommune - Trondheim folkebibliotek Hovedbiblioteket	29.12.2014		-14.1	11.8	20				45075.5	13188.7	13188.7			-15	20	0	50000	13188.7	0	20171023 ØL: Ny ET-kurve
Trondheim Kommune - Trondheim folkebibliotek Hovedbiblioteket	01.01.2018		-14.1	11.9	19.9				45075.5	14132.1	14132.1			-15	20	0	50000	14132.1	0	31082018 SKB: Ny ET-kurve (økt forbruk grunnet åpnet kafè i 2018)
Trondheim Kommune - Trondheim folkebibliotek Hovedbiblioteket	07.10.2019		-13.8	10	19.9				45075.5	14132.1	14132.1			-15	20	0	50000	14132.1	0	191009 VS: Ny ET kurve, Ingen kafedrift for øyeblikket
Trondheim Kommune - Hornemansgården (PFO) Eldres Hus	03.01.2000		-11.3	5	11	22.5			26043.2	7872	2788	2788		-16	23	0	30000	2900	0	ET fra Entros eos
Trondheim Kommune - Hornemansgården (PFO) Eldres Hus	29.12.2014		-15	5	12.5	20			29000	7000	2400	2400		-15	20	0	30000	2400	0	20170118 ØL: Ny ET-kurve
Trondheim Kommune - Lundamo Auto AS	29.12.2014		-15	12	20				29000	12000	12000			-15	20	0	30000	12000	0	20170118 ØL: Foreløpig kurve
Trondheim Kommune - Lundamo Auto AS	31.10.2016		-7.1	12	20				27641.5	4981.1	4981.1			-15	20	0	40000	4981.1	0	20170118 ØL: Foreløpig kurve
Trondheim Kommune - Lundamo Auto AS	02.01.2017		-13.5	2.2	9.6	14	20		26265.2	18416.1	8018.9	3773.6	3773.6	-15	23	0	40000	3773.6	0	20180821 ØL: Ny ET-kurve
